175;5480;9.900000;436;small
176;383;9.900000;341;small
177;830;9.900000;391;small
178;4596;9.900000;455;small
179;1092;9.900000;456;small
180;599;9.900000;404;small
181;850;9.900000;268;small
182;2556;9.900000;445;small
183;722;9.900000;443;small
184;461;9.900000;646;small
185;4431;9.900000;583;small
186;4771;9.900000;480;small
187;2605;9.900000;593;small
188;347;9.900000;721;small
189;4555;9.900000;704;small
190;2285;9.900000;743;small
191;451;9.900000;746;small
192;4703;9.900000;768;small
193;5579;9.900000;829;small
194;1654;9.900000;759;small
195;4701;9.900000;821;small
196;4873;9.900000;683;small
197;456;9.900000;854;small
198;2520;9.900000;832;small
199;2312;9.900000;790;small
200;946;9.900000;881;small
201;4053;9.900000;789;small
202;2062;9.900000;914;small
203;5001;9.900000;976;small
204;4738;9.900000;835;small
205;2236;9.900000;1061;small
206;3842;9.900000;806;small
207;224;9.900000;840;small
208;2336;9.900000;952;small
209;1880;9.900000;963;small
210;2051;9.900000;1061;small
211;1014;9.900000;1083;small
212;428;9.900000;980;small
213;1960;9.900000;1015;small
214;5594;9.900000;932;small
215;1380;9.900000;926;small
216;4613;9.900000;1074;small
217;865;9.900000;1102;small
218;1805;9.900000;1117;small
219;585;9.900000;1060;small
220;2492;9.900000;990;small
221;5040;9.900000;1048;small
222;1860;9.900000;1033;small
223;118;9.900000;1129;small
224;1821;9.900000;1105;small
225;2241;9.900000;1075;small
226;1776;9.900000;1282;small
227;4885;9.900000;1012;small
228;353;9.900000;1035;small
229;4548;9.900000;1156;small
230;2272;9.900000;1222;small
231;5560;9.900000;1186;small
232;977;9.900000;1190;small
233;515;9.900000;1266;small
234;2222;9.900000;1307;small
235;3109;9.900000;1437;small
236;3438;9.900000;1114;small
237;2921;9.900000;1006;small
238;910;9.900000;1280;small
239;5058;9.900000;1329;small
240;590;9.900000;1455;small
241;3300;9.900000;1361;small
242;2473;9.900000;1413;small
243;774;9.900000;1453;small
244;4870;9.900000;1378;small
245;4965;9.900000;1409;small
246;61;9.900000;1346;small
247;2789;9.900000;1494;small
248;3721;9.900000;1490;small
249;5187;9.900000;1270;small
250;2891;9.900000;1507;small
251;3205;9.900000;1413;small
252;1118;9.900000;1496;small
253;5028;9.900000;1575;small
254;4654;9.900000;1541;small
255;3038;9.900000;1597;small
256;165;9.900000;1651;small
257;4055;9.900000;1824;small
258;1122;9.900000;1634;small
259;4900;9.900000;1632;small
260;887;9.900000;1685;small
261;1229;9.900000;1907;small
262;5405;9.900000;1677;small
263;4832;9.900000;1690;small
264;4982;9.900000;1828;small
265;4504;9.900000;1731;small
266;637;9.900000;1645;small
267;4360;9.900000;1744;small
268;5599;9.900000;1793;small
269;4138;9.900000;1853;small
270;1408;9.900000;1801;small
271;4705;9.900000;1889;small
272;3607;9.900000;1874;small
273;4509;9.900000;2014;small
274;3143;9.900000;1832;small
275;172;9.900000;1894;small
276;473;9.900000;1925;small
277;3959;9.900000;1878;small
278;5369;9.900000;1858;small
279;2335;9.900000;1972;small
280;4581;9.900000;2044;small
281;283;9.900000;2025;small
282;2628;9.900000;2002;small
283;1918;9.900000;1939;small
284;1710;9.900000;1947;small
285;934;9.900000;2005;small
286;5019;9.900000;1899;small
